Standardized_SMILES,CMPD_CHEMBLID,CANONICAL_SMILES,RELATION,STANDARD_VALUE,STANDARD_UNITS,PROTEIN_ACCESSION,PREF_NAME,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS
COC1=CC(NC2=NC3=CC=CC(=C3O2)C2=CC=C(C=C2)C(=O)N2CCOCC2)=CC(OC)=C1OC,CHEMBL1081978,COc1cc(Nc2oc3c(cccc3n2)c4ccc(cc4)C(=O)N5CCOCC5)cc(OC)c1OC,=,8,nM,O60674,Tyrosine-protein kinase JAK2,20138510,Bioorg. Med. Chem. Lett.,2010,20,5,1724,489.52,4.02,95.29,0
COC1=CC=CC=C1C1=CC=CN2N=C(NC3=CC=CC=C3)N=C12,CHEMBL2062794,COc1ccccc1c2cccn3nc(Nc4ccccc4)nc23,=,136,nM,O60674,Tyrosine-protein kinase JAK2,22594690,J. Med. Chem.,2012,55,11,5243,316.36,4.2,51.45,0
OCC1=CC=C(C=C1)[C@@H]1NC2=CC=CC=C2C2=C3C(NC=C13)=NC=C2,CHEMBL592034,OCc1ccc(cc1)C2Nc3ccccc3c4ccnc5[nH]cc2c45,=,1100,nM,O60674,Tyrosine-protein kinase JAK2,19945871,Bioorg. Med. Chem. Lett.,2010,20,1,153,327.38,3.26,60.94,0
CN1CCN(CC1)C(=O)C1=CC2=C(C=C1)C1=C(N2)C(=CC=C1C1=CC=CC=C1F)C(N)=O,CHEMBL3621496,CN1CCN(CC1)C(=O)c2ccc3c(c2)[nH]c4c(ccc(c5ccccc5F)c34)C(=O)N,=,50,nM,O60674,Tyrosine-protein kinase JAK2,26320619,Bioorg. Med. Chem. Lett.,2015,25,19,4265,430.47,3.42,82.43,0
NC(=O)C1=CC(=CC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=CC=C(F)C(Cl)=C1,CHEMBL3649650,NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc(F)c(Cl)c5,=,885,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,451.88,3.82,88.42,0
N#CC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1,CHEMBL1078984,N#Cc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,=,533,nM,O60674,Tyrosine-protein kinase JAK2,19762238,Bioorg. Med. Chem. Lett.,2009,19,20,5887,357.41,3.8,74.06,0
CNC1=CC(=NC=N1)C1=CN(C(=C1)C(N)=O)C1=CC(Cl)=CC=C1C,CHEMBL3403540,CNc1cc(ncn1)c2cc(C(=O)N)n(c2)c3cc(Cl)ccc3C,=,131,nM,O60674,Tyrosine-protein kinase JAK2,25882525,Bioorg. Med. Chem.,2015,23,10,2387,341.79,3.67,85.83,0
CS(=O)(=O)NC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(CN3CCOCC3)C=C2)=N1,CHEMBL1078689,CS(=O)(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2,=,9,nM,O60674,Tyrosine-protein kinase JAK2,19762238,Bioorg. Med. Chem. Lett.,2009,19,20,5887,439.53,2.74,104.83,0
C1OCC2=CC=CC(NC3=NC=CC(=N3)C3=CN=CC(COC\C=C\1)=C3)=C2,CHEMBL2035046,C1OCc2cccc(Nc3nccc(n3)c4cncc(COC\C=C\1)c4)c2,=,930,nM,O60674,Tyrosine-protein kinase JAK2,22339472,J. Med. Chem.,2012,55,6,2623,360.41,2.81,69.16,0
OC(=O)C1=C(F)C(=O)NC(=O)N1,CHEMBL1232805,OC(=O)C1=C(F)C(=O)NC(=O)N1,=,6871,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,174.09,-1.24,95.5,0
CC1=CC=C(Cl)C=C1N1C=C(C=C1C(N)=O)C1=CC=NC(N)=N1,CHEMBL3403534,Cc1ccc(Cl)cc1n2cc(cc2C(=O)N)c3ccnc(N)n3,=,216,nM,O60674,Tyrosine-protein kinase JAK2,25882525,Bioorg. Med. Chem.,2015,23,10,2387,327.77,3.09,99.82,0
OC1=CC=C(NC2=CC(=O)C3=CC=CC=C3C2=O)C=C1,CHEMBL1972249,OC1=C\C(=N\c2ccc(O)cc2)\C(=O)c3ccccc13,=,7532,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,265.26,2.81,69.89,0
CN1CCN(CC1)C1=CC(OC2=CC=CC=C2Cl)=NC(=N1)N1C=NC2=CC=NC=C12,CHEMBL218439,CN1CCN(CC1)c2cc(Oc3ccccc3Cl)nc(n2)n4cnc5ccncc45,=,17,nM,O60674,Tyrosine-protein kinase JAK2,16934457,Bioorg. Med. Chem. Lett.,2006,16,21,5633,421.88,4.14,72.2,0
O=C(NC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1)[C@H]1CCNC1,CHEMBL2207758,O=C(Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)[C@H]5CCNC5,=,5.7,nM,O60674,Tyrosine-protein kinase JAK2,23127890,Bioorg. Med. Chem. Lett.,2012,22,24,7653,444.53,2.81,91.41,0
[O-][N+](=O)C1=CC=C(O1)C(=O)NC1=CC=CC(NC(=O)C2=CC=CS2)=C1,CHEMBL1599994,[O-][N+](=O)c1oc(cc1)C(=O)Nc2cccc(NC(=O)c3cccs3)c2,=,3699,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,357.34,2.77,145.4,0
FC(F)(F)CN1C\C=C\CCOC2=CC=CC(=C2)C2=CC=NC(NC3=CC=C(OCCN4CCCC4)C(C1)=C3)=N2,CHEMBL1945822,FC(F)(F)CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(OCCN5CCCC5)c(C1)c4)n3,=,220,nM,O60674,Tyrosine-protein kinase JAK2,22148278,J. Med. Chem.,2012,55,1,169,553.62,6.32,62.75,2
CC1=CC=C(Cl)C=C1C1=C(C=C(N1)C1=CC=NC(N)=N1)C(=O)NCC1=CC=CC=C1,CHEMBL3330112,Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)NCc3ccccc3)c4ccnc(N)n4,=,154,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,417.89,4.91,96.69,0
C1CN(CCO1)C1=CC=C(NC2=NC=CC(=N2)C2=CC=CC=C2)C=C1,CHEMBL1080394,C1CN(CCO1)c2ccc(Nc3nccc(n3)c4ccccc4)cc2,=,467,nM,O60674,Tyrosine-protein kinase JAK2,19762238,Bioorg. Med. Chem. Lett.,2009,19,20,5887,332.4,3.92,50.28,0
O=C(CC#N)NC1=CC=CC(=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1,CHEMBL1077575,O=C(CC#N)Nc1cccc(c1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,=,303,nM,O60674,Tyrosine-protein kinase JAK2,19762238,Bioorg. Med. Chem. Lett.,2009,19,20,5887,414.46,3.1,103.16,0
C[C@H](NC1=NC=C(F)C(NC2=NNC(=C2)C2CC2)=N1)C1=NC=C(F)C=N1,CHEMBL1650698,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,=,3,nM,O60674,Tyrosine-protein kinase JAK2,21138246,J. Med. Chem.,2011,54,1,262,358.35,2.94,104.3,0
NC(=O)C1=C2NC3=C(C[C@@H](CC3)C(=O)N3CCOCC3)C2=CC(=C1)C1=CC=C(Cl)C(Cl)=C1,CHEMBL3589173,NC(=O)c1cc(cc2c3CC(CCc3[nH]c12)C(=O)N4CCOCC4)c5ccc(Cl)c(Cl)c5,=,86,nM,O60674,Tyrosine-protein kinase JAK2,25987372,Bioorg. Med. Chem. Lett.,2015,25,14,2809,472.36,4.01,88.42,0
FC1=CC(=CC=N1)N1CC[C@H](C1)OC1=CC=CC(NC2=C(C(=O)NC2=O)C2=CNC3=CC=CC=C23)=C1,CHEMBL3114786,Fc1cc(ccn1)N2CCC(C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,=,1238,nM,O60674,Tyrosine-protein kinase JAK2,24461299,Bioorg. Med. Chem. Lett.,2014,24,4,1116,483.49,3.61,99.35,0
C[C@@H]1CCN(C[C@@H]1N1C(=O)N(C)C2=CN=C3NC=CC3=C12)C(=O)CC#N,CHEMBL3593592,C[C@@H]1CCN(C[C@@H]1N2C(=O)N(C)c3cnc4[nH]ccc4c23)C(=O)CC#N,=,7.3,nM,O60674,Tyrosine-protein kinase JAK2,26059596,Bioorg. Med. Chem.,2015,23,15,4846,352.39,0.71,96.33,0
CCC1=CC=C(Cl)C=C1C1=C(C=C(N1)C1=CC=NC(N)=N1)C(N)=O,CHEMBL3330129,CCc1ccc(Cl)cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,=,3,nM,O60674,Tyrosine-protein kinase JAK2,25009002,Bioorg. Med. Chem.,2014,22,17,4998,341.79,3.58,110.68,0
COC1=CC=C(C=C1F)C1=NC2=C(NC3=C2C=CC(=C3)N2CCOCC2)C(=C1)C(N)=O,CHEMBL3649615,COc1ccc(cc1F)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)N5CCOCC5,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,420.44,3.59,93.47,0
OC1=CC=C(Cl)C=C1\N=C\C1=C(Cl)C2=CC=CC=C2S1,CHEMBL1981883,Oc1ccc(Cl)cc1\N=C\c2sc3ccccc3c2Cl,=,5938,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,322.21,5.67,60.83,1
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)N1CCS(=O)(=O)CC1)C1=CC=C(CN2CCOCC2)C=C1,CHEMBL3649613,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCS(=O)(=O)CC4)c5ccc(CN6CCOCC6)cc5,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,519.62,2.89,130,1
CN1C\C=C\CCOC2=CC=CC(=C2)C2=C3N=CNC3=NC(NC3=CC=CC(C1)=C3)=N2,CHEMBL1933344,CN1C\C=C\CCOc2cccc(c2)c3nc(Nc4cccc(C1)c4)nc5[nH]cnc35,=,450,nM,O60674,Tyrosine-protein kinase JAK2,22119465,Bioorg. Med. Chem. Lett.,2012,22,1,305,412.49,4.45,78.96,0
CN1CCN(CC1)C(=O)C1=CC=C(C=C1C)C1=CN=C2C=CC=C(C3=CC=C(CN4CCS(=O)(=O)CC4)C=C3)C2=N1,CHEMBL1092063,CN1CCN(CC1)C(=O)c2ccc(cc2C)c3cnc4cccc(c5ccc(CN6CCS(=O)(=O)CC6)cc5)c4n3,=,7.1,nM,O60674,Tyrosine-protein kinase JAK2,20231096,Bioorg. Med. Chem. Lett.,2010,20,8,2609,569.72,4.11,95.08,1
NC(=O)C1=CC(=CC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=NC=CC=N1,CHEMBL3649629,NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ncccn5,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,401.42,1.27,114.2,0
CC1=C(C(C)=NO1)C1=NC2=C(NC3=C2C=CC(=C3)C(=O)N2CCOCC2)C(=C1)C(N)=O,CHEMBL3649634,Cc1onc(C)c1c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)C(=O)N5CCOCC5,=,146,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,419.43,1.53,127.34,0
C[C@H](NC1=CC(=NC(=N1)N1C=NC2=CC=NC=C12)N1CCN(C)CC1)C1=CC=CC=C1,CHEMBL375296,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N4CCN(C)CC4)c5ccccc5,=,19,nM,O60674,Tyrosine-protein kinase JAK2,16934457,Bioorg. Med. Chem. Lett.,2006,16,21,5633,414.51,3.69,75,0
CCN(CC)CCC(=O)NC1=CC2=CC(NC3=NC(=CC=N3)C3=CC(COC\C=C\COC2)=CC=C3)=C1,CHEMBL2181086,CCN(CC)CCC(=O)Nc1cc2COCC=CCOCc3cccc(c3)c4ccnc(Nc(c2)c1)n4,=,44,nM,O60674,Tyrosine-protein kinase JAK2,21604762,J. Med. Chem.,2011,54,13,4638,501.62,4.04,88.61,1
COC1=CC=C(C=C1F)C1=CC2=C(NC3=C2C=C(C=C3)C(=O)N2C[C@@H]3C[C@H]2CO3)C(=C1)C(N)=O,CHEMBL3646841,COc1ccc(cc1F)c2cc(C(=O)N)c3[nH]c4ccc(cc4c3c2)C(=O)N5C[C@@H]6C[C@H]5CO6,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,459.47,3.07,97.65,0
CC1=CC=C(Cl)C=C1C1=C(NC(=C1)C1=CC(N)=NC=N1)C(N)=O,CHEMBL3403551,Cc1ccc(Cl)cc1c2cc([nH]c2C(=O)N)c3cc(N)ncn3,=,690,nM,O60674,Tyrosine-protein kinase JAK2,25882525,Bioorg. Med. Chem.,2015,23,10,2387,327.77,3.14,110.68,0
FC(F)(F)C(=O)NC1=CC=CC2=C1NC1=C2C=CC=C1,CHEMBL1386220,FC(F)(F)C(=O)Nc1cccc2c3ccccc3[nH]c12,=,13710,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,278.23,3.53,44.89,0
O=C(N[C@H]1CCCN(C1)C(=O)CC#N)NC1=CN=C2NC=CC2=N1,CHEMBL3335681,O=C(NC1CCCN(C1)C(=O)CC#N)Nc2cnc3[nH]ccc3n2,=,181,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,327.34,0.05,126.79,0
OC(=O)C1=CC(=CC=C1O)C1=NC(=C(N1)C1=CC=C(F)C=C1)C1=CC(=O)NC=C1,CHEMBL3314282,[Na+].Oc1ccc(cc1C(=O)[O-])c2nc(c3ccc(F)cc3)c([nH]2)C4=CC(=O)NC=C4,=,3710,nM,O60674,Tyrosine-protein kinase JAK2,24930833,Bioorg. Med. Chem. Lett.,2014,24,15,3412,391.35,2.8,115.31,0
FC1=CN=C2NC3=CC=C(OCCN4CCCC4)C(COC\C=C\COCC4=CC=CC(=C4)C1=N2)=C3,CHEMBL2181310,Fc1cnc2Nc3ccc(OCCN4CCCC4)c(COCC=CCOCc5cccc(c5)c1n2)c3,=,17,nM,O60674,Tyrosine-protein kinase JAK2,21604762,J. Med. Chem.,2011,54,13,4638,490.57,4.75,68.74,0
COCCN1C\C=C\CCOC2=CC=CC(=C2)C2=CC=NC(NC3=CC=CC(C1)=C3)=N2,CHEMBL1945046,COCCN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,=,1600,nM,O60674,Tyrosine-protein kinase JAK2,22148278,J. Med. Chem.,2012,55,1,169,416.52,4.6,59.51,0
CCCCCCN(C(=O)CCl)C1=CC=CC=C1,CHEMBL1379604,CCCCCCN(C(=O)CCl)c1ccccc1,=,2113,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,253.77,3.93,20.31,0
COC1=CC=C(N2CCC3=C(C)N=C4C(OC)=CC(OC)=CC4=C23)C(OC)=C1,CHEMBL1524363,COc1ccc(N2CCc3c(C)nc4c(OC)cc(OC)cc4c23)c(OC)c1,=,8322,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,380.44,4.06,53.05,0
FC1(F)CN(C(=O)CC#N)[C@@]11CCCN(C1)C1=C2C=CNC2=NC=N1,CHEMBL3689517,FC1(F)CN(C(=O)CC#N)C12CCCN(C2)c3ncnc4[nH]ccc34,=,1.9,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,346.33,1.36,88.91,0
COC1=CC(NC2=NC3=CC=CC(=C3O2)C2=CC=C(NS(C)(=O)=O)C=C2)=CC(OC)=C1OC,CHEMBL1081977,COc1cc(Nc2oc3c(cccc3n2)c4ccc(NS(=O)(=O)C)cc4)cc(OC)c1OC,=,5,nM,O60674,Tyrosine-protein kinase JAK2,20138510,Bioorg. Med. Chem. Lett.,2010,20,5,1724,469.51,3.83,120.3,0
CN(C)CCCNC(=O)C1=CC=C(NC2=NC3=CC=CC(=C3O2)C2=CC(F)=C(CN3CCOCC3)C(F)=C2)C=C1C,CHEMBL1076700,CN(C)CCCNC(=O)c1ccc(Nc2oc3c(cccc3n2)c4cc(F)c(CN5CCOCC5)c(F)c4)cc1C,=,5,nM,O60674,Tyrosine-protein kinase JAK2,20138510,Bioorg. Med. Chem. Lett.,2010,20,5,1724,563.64,5.03,82.86,2
FC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC=C(C=C1)C1=NN=NN1)C1=CC(=O)NC=C1,CHEMBL3314284,[K+].Fc1ccc(cc1)c2nc([nH]c2C3=CC(=O)NC=C3)c4ccc(cc4)c5nnn[n-]5,=,61,nM,O60674,Tyrosine-protein kinase JAK2,24930833,Bioorg. Med. Chem. Lett.,2014,24,15,3412,399.38,2.44,112.23,0
CC(C)(C)CS(=O)(=O)N1CCC[C@@H](C1)NC(=O)NC1=CN=C2NC=CC2=N1,CHEMBL3335686,CC(C)(C)CS(=O)(=O)N1CCC[C@@H](C1)NC(=O)Nc2cnc3[nH]ccc3n2,=,16,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,394.49,1.25,128.45,0
CS(=O)(=O)N1CCC[C@@H](C1)NC1=NC(=NC=C1C1=CN=C2NC=CC2=N1)N1CC[C@@H](O)C1,CHEMBL3335697,CS(=O)(=O)N1CCC[C@@H](C1)Nc2nc(ncc2c3cnc4[nH]ccc4n3)N5CC[C@@H](O)C5,=,180,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,458.54,0.7,148.6,0
C[C@H](NC1=C(C=C2C(N1)=CC=NC2=O)C1=NC(=NO1)C1=CC=CC=C1)C(C)(C)C,CHEMBL1290197,CC(Nc1nc2C=CNC(=O)c2cc1c3onc(n3)c4ccccc4)C(C)(C)C,=,11500,nM,O60674,Tyrosine-protein kinase JAK2,21044843,Bioorg. Med. Chem. Lett.,2010,20,24,7421,389.45,3.51,92.94,0
C[C@H]1CCC[C@H](C1)N1C(=O)NC2=CN=C3NC=CC3=C12,CHEMBL3593581,CC1CCCC(C1)N2C(=O)Nc3cnc4[nH]ccc4c23,=,23,nM,O60674,Tyrosine-protein kinase JAK2,26059596,Bioorg. Med. Chem.,2015,23,15,4846,270.33,2.35,61.02,0
COC1=CC=C(C=C1)C1=CC2=C(NC3=C2C=CC(=C3)C(=O)N2CCN(C)CC2)C(=C1)C(N)=O,CHEMBL3622199,COc1ccc(cc1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)C(=O)N5CCN(C)CC5,=,5.5,nM,O60674,Tyrosine-protein kinase JAK2,26320619,Bioorg. Med. Chem. Lett.,2015,25,19,4265,442.51,3.2,91.66,0
C[C@H](NC1=NC(NC2=NNC(C)=C2)=CN=C1C#N)C1=CC=C(F)C=N1,CHEMBL576257,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ccc(F)cn3,=,3,nM,O60674,Tyrosine-protein kinase JAK2,19857966,Bioorg. Med. Chem. Lett.,2009,19,23,6524,338.34,2.74,115.2,0
NC1=NNC2=CC=C(C=C12)C1=NNC=C1,CHEMBL479619,Nc1n[nH]c2ccc(cc12)c3cc[nH]n3,=,9300,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,199.21,1.66,83.38,0
CC1=CC=C(C)C(SC2=CC=C(NC(=O)CCl)C=C2)=C1,CHEMBL1597039,Cc1ccc(C)c(Sc2ccc(NC(=O)CCl)cc2)c1,=,7255,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,305.82,4.57,54.4,0
C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CO,CHEMBL1630791,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CO,=,480,nM,O60674,Tyrosine-protein kinase JAK2,21105711,J. Med. Chem.,2010,53,24,8468,303.36,0.78,85.35,0
C[C@H](NC1=CC=C2N=CN(C3=NNC(C)=C3)C2=N1)C1=NC=C(F)C=N1,CHEMBL2151320,C[C@H](Nc1ccc2ncn(c3cc(C)[nH]n3)c2n1)c4ncc(F)cn4,=,61,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,338.34,2.04,97.2,0
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)N1CCOCC1)C1=CC=C(N=C1)C1CC1,CHEMBL3649643,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(nc5)C6CC6,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,413.47,3.29,97.13,0
ClCC(=O)N(C\C=C\C1=CC=CC=C1)C1=CC=C2OCCOC2=C1,CHEMBL1423501,ClCC(=O)N(C\C=C\c1ccccc1)c2ccc3OCCOc3c2,=,2506,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,343.8,3.53,38.77,0
CC1(C)[C@@H]2CCC[C@@]1(C)[C@@H]2NC1=C2C=CC(F)=CC2=C2C(=O)N=CC=C2N1,CHEMBL1290768,CC1(C)C2CCCC1(C)[C@@H]2Nc3nc4C=CNC(=O)c4c5cc(F)ccc35,=,200,nM,O60674,Tyrosine-protein kinase JAK2,21044843,Bioorg. Med. Chem. Lett.,2010,20,24,7421,365.44,3.87,54.02,0
CN1C=C(C=N1)C1=CC2=C(C=C1)C1=C(N2)C(=CC=C1NC1CCCCC1)C(N)=O,CHEMBL1835035,Cn1cc(cn1)c2ccc3c(c2)[nH]c4c(ccc(NC5CCCCC5)c34)C(=O)N,=,5,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,387.48,4.16,88.72,0
NC1=C2C=C(SC2=C(C=N1)C(=O)NCC1=CC=CC=C1)C1=CC=C(C=C1)N1CCOCC1,CHEMBL1938646,Nc1ncc(C(=O)NCc2ccccc2)c3sc(cc13)c4ccc(cc4)N5CCOCC5,=,100,nM,O60674,Tyrosine-protein kinase JAK2,22087750,J. Med. Chem.,2011,54,24,8440,444.55,3.79,108.72,0
CC1(C)CCC[C@H]1NC1=C(C=NN2C=CC=C12)C(N)=O,CHEMBL3359908,CC1(C)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,=,16,nM,O60674,Tyrosine-protein kinase JAK2,25453808,Bioorg. Med. Chem. Lett.,2014,24,24,5721,272.35,1.86,72.42,0
CC(C)NC(=O)C1=CNC2=NC=C(OC3=CC=C4CCCC4=C3)N=C12,CHEMBL2376338,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4CCCc4c3)nc12,=,580,nM,O60674,Tyrosine-protein kinase JAK2,23541670,Bioorg. Med. Chem. Lett.,2013,23,9,2522,336.39,3.54,79.9,0
CN1C=C(NC(=O)C2=C3N=C(N)C=CN3N=C2)C(=N1)C1=CC(Cl)=CC=C1C,CHEMBL2178805,Cc1ccc(Cl)cc1c2nn(C)cc2NC(=O)c3cnn4ccc(N)nc34,=,9.8,nM,O60674,Tyrosine-protein kinase JAK2,23061660,J. Med. Chem.,2012,55,22,10090,381.82,2.43,103.13,0
NC(=O)C1=CN=C(N2CCCCC2)C2=C1NC1=C2C=C(F)C=C1,CHEMBL1835028,NC(=O)c1cnc(N2CCCCC2)c3c4cc(F)ccc4[nH]c13,=,190,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,312.34,3,75.01,0
NS(=O)(=O)OCCN1C=NC2=C(NC3=CC=C(F)C=C3)N=C(NCC3=CC=C(C=C3)C3CCCCC3)N=C12,CHEMBL3125667,NS(=O)(=O)OCCn1cnc2c(Nc3ccc(F)cc3)nc(NCc4ccc(cc4)C5CCCCC5)nc12,=,16600,nM,O60674,Tyrosine-protein kinase JAK2,23810672,Bioorg. Med. Chem.,2013,21,17,5618,539.62,4.99,145.43,1
CONC(=O)C1=CC2=C(N[C@@H](C)C3=CC=CC=C3)N=C(N=C2N1C)N1C=NC2=CC=NC=C12,CHEMBL391492,CONC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(nc2n1C)n4cnc5ccncc45,=,6,nM,O60674,Tyrosine-protein kinase JAK2,17189692,Bioorg. Med. Chem. Lett.,2007,17,5,1250,442.47,3.07,111.78,0
CC(C)CS(=O)(=O)N1C[C@@H](C)C[C@@H](C1)NC1=NC=CC=C1C1=CN=C2NC=CC2=N1,CHEMBL3335692,CC(C)CS(=O)(=O)N1C[C@@H](C)C[C@@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3,=,51,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,428.55,2.78,112.24,0
COC1=CC(=CC(OC)=C1OC)C1=CN=C2C=CC=C(C3=CC=C(C=C3)C(=O)N3CCOCC3)C2=N1,CHEMBL1091565,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(cc4)C(=O)N5CCOCC5)c3n2,=,72,nM,O60674,Tyrosine-protein kinase JAK2,20231096,Bioorg. Med. Chem. Lett.,2010,20,8,2609,485.53,3.81,83.01,0
FC1=CC=C2N=CN(C2=C1)C1=NC=C2NC(=O)N(CC3=CC=CC(F)=C3F)C2=N1,CHEMBL1081846,Fc1ccc2ncn(c3ncc4NC(=O)N(Cc5cccc(F)c5F)c4n3)c2c1,=,1000,nM,O60674,Tyrosine-protein kinase JAK2,19836234,Bioorg. Med. Chem. Lett.,2009,19,23,6788,396.33,3.68,75.94,0
FC1=CC=C2C=C1COC\C=C\COCC1=CC(NC3=NC=CC2=N3)=CC=C1OCCN1CCCC1,CHEMBL2181314,Fc1ccc2cc1COCC=CCOCc3cc(Nc4nccc2n4)ccc3OCCN5CCCC5,=,25,nM,O60674,Tyrosine-protein kinase JAK2,21604762,J. Med. Chem.,2011,54,13,4638,490.57,4.75,68.74,0
C[C@@H](NC(=O)C1=CNC2=NC=C(N=C12)C1CC1)C(=O)N1CC[C@@H](C)C1,CHEMBL2325913,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CCC(C)C4,=,134.2,nM,O60674,Tyrosine-protein kinase JAK2,23214979,J. Med. Chem.,2013,56,1,345,341.41,1.23,90.97,0
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1N=CC(=O)NC1=O,CHEMBL564201,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2N=CC(=O)NC2=O,=,6798,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,245.19,-2.43,131.69,0
